show_id,type,title,director,cast,country,date_added,release_year,rating,listed_in,description
s4878,TV Show,Netflix Title 4878,,,Japan,"February 15, 2020",2018,TV-PG,Comedy,This is a tv show released in 2018.
s4879,Movie,Netflix Title 4879,Director 136,,Japan,"July 29, 2016",1996,R,Documentary,This is a movie released in 1996.
s4880,Movie,Netflix Title 4880,Director 101,,United Kingdom,,2004,PG-13,Drama,
s4881,TV Show,Netflix Title 4881,,,United States,,2024,PG-13,Romance,
s4882,TV Show,Netflix Title 4882,Director 55,"Actor 31, Actor 567",India,"November 11, 2024",2008,PG,Documentary,
s4883,Movie,Netflix Title 4883,,"Actor 122, Actor 828",,"July 11, 2023",1986,G,Horror,This is a movie released in 1986.
s4884,TV Show,Netflix Title 4884,Director 252,,France,"February 19, 2018",2014,TV-14,Horror,This is a tv show released in 2014.
s4885,TV Show,Netflix Title 4885,,,,"June 10, 2024",2007,PG-13,Action,This is a tv show released in 2007.
s4886,TV Show,Netflix Title 4886,Director 210,"Actor 53, Actor 642",United Kingdom,,2022,TV-14,Horror,This is a tv show released in 2022.
s4887,TV Show,Netflix Title 4887,,,France,,1998,R,Romance,This is a tv show released in 1998.
s4888,Movie,Netflix Title 4888,Director 120,"Actor 147, Actor 986",,,1986,R,Action,This is a movie released in 1986.
s4889,Movie,Netflix Title 4889,Director 173,"Actor 372, Actor 563",United States,"October 03, 2022",2022,TV-MA,Romance,This is a movie released in 2022.
s4890,TV Show,Netflix Title 4890,Director 267,,Japan,"November 20, 2018",2018,PG,Drama,
s4891,TV Show,Netflix Title 4891,,"Actor 317, Actor 787",France,,2010,R,Thriller,
s4892,Movie,Netflix Title 4892,,,United Kingdom,"September 06, 2018",2017,R,Thriller,
s4893,Movie,Netflix Title 4893,,"Actor 309, Actor 511",South Korea,"May 22, 2017",1984,TV-PG,Documentary,
s4894,TV Show,Netflix Title 4894,,"Actor 175, Actor 992",Japan,,2007,PG,Romance,
s4895,TV Show,Netflix Title 4895,,,Japan,"January 13, 2018",2018,PG-13,Action,This is a tv show released in 2018.
s4896,Movie,Netflix Title 4896,Director 273,,France,,2004,TV-PG,Thriller,This is a movie released in 2004.
s4897,Movie,Netflix Title 4897,Director 118,,South Korea,"August 22, 2018",1986,TV-PG,Horror,
s4898,Movie,Netflix Title 4898,,"Actor 401, Actor 626",South Korea,,1982,R,Romance,This is a movie released in 1982.
s4899,Movie,Netflix Title 4899,Director 276,,,,2024,G,Documentary,This is a movie released in 2024.
s4900,Movie,Netflix Title 4900,Director 288,,France,,1989,R,Comedy,
s4901,Movie,Netflix Title 4901,Director 225,"Actor 13, Actor 637",India,"April 15, 2015",1989,R,Documentary,This is a movie released in 1989.
s4902,TV Show,Netflix Title 4902,,"Actor 332, Actor 869",Japan,"April 06, 2019",1998,TV-PG,Action,This is a tv show released in 1998.
s4903,TV Show,Netflix Title 4903,,,South Korea,,1989,R,Comedy,This is a tv show released in 1989.
s4904,Movie,Netflix Title 4904,,,India,,1984,PG,Romance,This is a movie released in 1984.
s4905,Movie,Netflix Title 4905,,,France,,1982,PG-13,Comedy,
s4906,TV Show,Netflix Title 4906,Director 298,"Actor 119, Actor 680",Canada,,2003,,Horror,This is a tv show released in 2003.
s4907,TV Show,Netflix Title 4907,Director 130,"Actor 394, Actor 619",France,,1998,G,Documentary,This is a tv show released in 1998.
s4908,Movie,Netflix Title 4908,Director 289,,Canada,"July 17, 2022",2018,TV-14,Documentary,
s4909,Movie,Netflix Title 4909,,,United States,"July 10, 2024",2015,R,Romance,
s4910,Movie,Netflix Title 4910,Director 188,"Actor 293, Actor 507",India,"October 21, 2018",2005,TV-PG,Documentary,This is a movie released in 2005.
s4911,Movie,Netflix Title 4911,,"Actor 311, Actor 671",India,"March 07, 2016",1983,PG-13,Comedy,
s4912,Movie,Netflix Title 4912,Director 118,,,,2002,PG,Drama,This is a movie released in 2002.
s4913,Movie,Netflix Title 4913,,,United States,"March 24, 2020",1987,,Romance,This is a movie released in 1987.
s4914,TV Show,Netflix Title 4914,Director 83,,,,2019,PG,Horror,
s4915,Movie,Netflix Title 4915,Director 235,"Actor 77, Actor 604",India,"September 26, 2020",2013,TV-14,Horror,
s4916,TV Show,Netflix Title 4916,Director 265,"Actor 329, Actor 818",South Korea,,2015,,Romance,
s4917,TV Show,Netflix Title 4917,,,,,1986,PG-13,Romance,This is a tv show released in 1986.
s4918,Movie,Netflix Title 4918,,,France,,1984,TV-PG,Documentary,
s4919,TV Show,Netflix Title 4919,,,Canada,,1991,TV-14,Comedy,
s4920,Movie,Netflix Title 4920,,,United States,,2007,,Documentary,
s4921,TV Show,Netflix Title 4921,,"Actor 78, Actor 534",France,"October 03, 2023",2020,R,Romance,This is a tv show released in 2020.
s4922,TV Show,Netflix Title 4922,,"Actor 320, Actor 916",France,,2015,TV-MA,Horror,
s4923,Movie,Netflix Title 4923,,,Japan,,2008,R,Thriller,
s4924,Movie,Netflix Title 4924,,,India,"February 11, 2019",2001,TV-MA,Comedy,This is a movie released in 2001.
s4925,Movie,Netflix Title 4925,Director 261,,Canada,,2001,TV-14,Drama,
s4926,Movie,Netflix Title 4926,,,,,2014,PG,Horror,This is a movie released in 2014.
s4927,TV Show,Netflix Title 4927,,"Actor 444, Actor 875",South Korea,,2001,TV-MA,Documentary,
s4928,Movie,Netflix Title 4928,,,India,,1980,R,Romance,This is a movie released in 1980.
s4929,TV Show,Netflix Title 4929,Director 50,,France,,1998,TV-PG,Thriller,
s4930,Movie,Netflix Title 4930,,,United States,"March 14, 2017",1987,TV-MA,Horror,
s4931,Movie,Netflix Title 4931,Director 246,"Actor 117, Actor 517",South Korea,,2005,TV-PG,Drama,
s4932,TV Show,Netflix Title 4932,Director 53,"Actor 166, Actor 622",India,,1993,,Drama,
s4933,TV Show,Netflix Title 4933,Director 171,,India,"January 12, 2020",1983,,Romance,
s4934,Movie,Netflix Title 4934,,"Actor 423, Actor 932",United Kingdom,,2021,TV-14,Action,
s4935,Movie,Netflix Title 4935,,"Actor 487, Actor 877",South Korea,"August 08, 2020",2007,PG-13,Romance,
s4936,TV Show,Netflix Title 4936,Director 10,,South Korea,"July 09, 2018",2003,TV-MA,Action,This is a tv show released in 2003.
s4937,Movie,Netflix Title 4937,Director 43,,France,,1997,TV-14,Action,
s4938,Movie,Netflix Title 4938,Director 184,"Actor 56, Actor 569",United States,"January 03, 2016",1987,G,Documentary,
s4939,TV Show,Netflix Title 4939,Director 280,,,,2021,PG,Comedy,
s4940,Movie,Netflix Title 4940,,"Actor 495, Actor 636",France,"March 03, 2023",2023,TV-MA,Documentary,
s4941,TV Show,Netflix Title 4941,Director 274,,France,"March 16, 2019",2016,TV-MA,Comedy,
s4942,TV Show,Netflix Title 4942,Director 88,"Actor 301, Actor 718",France,,1997,TV-MA,Action,This is a tv show released in 1997.
s4943,TV Show,Netflix Title 4943,Director 140,,South Korea,,2018,TV-14,Drama,
s4944,Movie,Netflix Title 4944,,"Actor 206, Actor 732",France,,2020,PG,Action,This is a movie released in 2020.
s4945,TV Show,Netflix Title 4945,,,France,,2009,TV-MA,Drama,
s4946,Movie,Netflix Title 4946,Director 218,,United States,,2012,,Romance,This is a movie released in 2012.
s4947,Movie,Netflix Title 4947,,,France,"March 30, 2019",2023,G,Romance,This is a movie released in 2023.
s4948,TV Show,Netflix Title 4948,Director 99,,France,"June 25, 2015",2021,G,Horror,This is a tv show released in 2021.
s4949,Movie,Netflix Title 4949,Director 61,,United States,"March 22, 2023",2003,,Romance,
s4950,TV Show,Netflix Title 4950,Director 294,,Japan,,2003,G,Comedy,This is a tv show released in 2003.
s4951,TV Show,Netflix Title 4951,Director 98,"Actor 40, Actor 534",France,"September 30, 2022",2000,TV-MA,Drama,
s4952,Movie,Netflix Title 4952,,"Actor 306, Actor 594",Japan,"November 10, 2015",1982,TV-14,Comedy,This is a movie released in 1982.
s4953,Movie,Netflix Title 4953,Director 167,,Japan,,2012,,Romance,
s4954,Movie,Netflix Title 4954,,,United States,"July 12, 2019",2009,PG-13,Action,This is a movie released in 2009.
s4955,TV Show,Netflix Title 4955,Director 238,,Japan,,2019,R,Thriller,
s4956,TV Show,Netflix Title 4956,,,United Kingdom,"November 23, 2022",2019,PG,Thriller,This is a tv show released in 2019.
s4957,TV Show,Netflix Title 4957,,,,"April 14, 2021",2013,PG-13,Documentary,This is a tv show released in 2013.
s4958,TV Show,Netflix Title 4958,Director 101,,,,1988,TV-PG,Romance,This is a tv show released in 1988.
s4959,TV Show,Netflix Title 4959,,,United Kingdom,"June 07, 2024",2008,G,Comedy,
s4960,Movie,Netflix Title 4960,Director 103,"Actor 354, Actor 583",Canada,,2009,G,Documentary,This is a movie released in 2009.
s4961,TV Show,Netflix Title 4961,Director 87,,,,2012,G,Horror,
s4962,TV Show,Netflix Title 4962,,"Actor 409, Actor 535",United Kingdom,,1997,TV-MA,Action,This is a tv show released in 1997.
s4963,TV Show,Netflix Title 4963,Director 287,,United States,"August 19, 2015",2003,PG-13,Horror,
s4964,Movie,Netflix Title 4964,Director 211,"Actor 125, Actor 522",France,"March 25, 2022",2010,PG-13,Thriller,
s4965,TV Show,Netflix Title 4965,,,France,,1993,TV-MA,Documentary,
s4966,TV Show,Netflix Title 4966,Director 280,,United Kingdom,,2019,G,Action,This is a tv show released in 2019.
s4967,TV Show,Netflix Title 4967,,"Actor 437, Actor 578",Japan,,2023,PG,Romance,
s4968,TV Show,Netflix Title 4968,,"Actor 466, Actor 969",United Kingdom,"December 11, 2019",1990,G,Action,This is a tv show released in 1990.
s4969,Movie,Netflix Title 4969,,,Canada,"November 18, 2022",1992,PG,Thriller,
s4970,Movie,Netflix Title 4970,Director 277,"Actor 260, Actor 856",India,,2019,PG-13,Thriller,
s4971,TV Show,Netflix Title 4971,Director 25,,,"September 02, 2018",2015,TV-PG,Drama,This is a tv show released in 2015.
s4972,TV Show,Netflix Title 4972,,"Actor 348, Actor 986",United States,"September 16, 2017",1982,G,Action,
s4973,TV Show,Netflix Title 4973,Director 287,,United States,"November 03, 2024",1980,PG-13,Action,
s4974,Movie,Netflix Title 4974,Director 122,"Actor 313, Actor 742",India,,2017,G,Comedy,This is a movie released in 2017.
s4975,Movie,Netflix Title 4975,Director 11,,Japan,,1984,TV-14,Documentary,
s4976,Movie,Netflix Title 4976,Director 72,"Actor 500, Actor 605",United States,"July 19, 2023",1992,R,Romance,This is a movie released in 1992.
s4977,Movie,Netflix Title 4977,Director 17,"Actor 153, Actor 998",,,1993,G,Horror,
s4978,TV Show,Netflix Title 4978,,,Canada,"May 29, 2019",1984,PG-13,Documentary,
s4979,TV Show,Netflix Title 4979,Director 188,"Actor 379, Actor 847",France,"January 29, 2019",1984,,Romance,
s4980,TV Show,Netflix Title 4980,,"Actor 88, Actor 825",United States,,1999,G,Comedy,
s4981,Movie,Netflix Title 4981,,"Actor 119, Actor 781",South Korea,,2007,G,Romance,This is a movie released in 2007.
s4982,TV Show,Netflix Title 4982,,,United Kingdom,,1990,TV-14,Thriller,This is a tv show released in 1990.
s4983,TV Show,Netflix Title 4983,Director 145,"Actor 348, Actor 878",United Kingdom,"November 05, 2021",1995,TV-14,Horror,This is a tv show released in 1995.
s4984,Movie,Netflix Title 4984,,,India,,2016,PG,Horror,
s4985,TV Show,Netflix Title 4985,Director 249,"Actor 132, Actor 603",India,,1997,TV-PG,Action,
s4986,TV Show,Netflix Title 4986,Director 300,"Actor 295, Actor 950",India,"January 27, 2024",1980,PG,Drama,
s4987,TV Show,Netflix Title 4987,,,United States,,1990,PG,Action,This is a tv show released in 1990.
s4988,TV Show,Netflix Title 4988,Director 88,"Actor 76, Actor 508",South Korea,"November 19, 2024",1982,TV-14,Documentary,
s4989,TV Show,Netflix Title 4989,,"Actor 284, Actor 613",South Korea,"April 25, 2016",1987,PG-13,Documentary,
s4990,TV Show,Netflix Title 4990,,,South Korea,"October 02, 2020",2021,TV-PG,Thriller,This is a tv show released in 2021.
s4991,TV Show,Netflix Title 4991,,,France,"May 26, 2018",2004,G,Comedy,This is a tv show released in 2004.
s4992,Movie,Netflix Title 4992,,,,,1982,TV-14,Thriller,This is a movie released in 1982.
s4993,Movie,Netflix Title 4993,,"Actor 147, Actor 756",United States,,1991,R,Horror,This is a movie released in 1991.
s4994,Movie,Netflix Title 4994,,,United States,,2008,PG-13,Comedy,
s4995,Movie,Netflix Title 4995,,,United States,,2021,PG,Thriller,
s4996,TV Show,Netflix Title 4996,Director 146,"Actor 39, Actor 679",India,,2012,TV-14,Horror,
s4997,Movie,Netflix Title 4997,,"Actor 21, Actor 644",,"February 12, 2022",1996,TV-14,Horror,
s4998,Movie,Netflix Title 4998,Director 98,"Actor 4, Actor 750",India,"May 19, 2024",2010,TV-14,Documentary,This is a movie released in 2010.
s4999,Movie,Netflix Title 4999,,"Actor 219, Actor 859",United States,"August 24, 2019",2001,,Documentary,
s5000,Movie,Netflix Title 5000,Director 179,"Actor 421, Actor 857",,"October 01, 2016",1987,TV-PG,Documentary,This is a movie released in 1987.
s5001,Movie,Netflix Title 5001,,"Actor 101, Actor 713",United Kingdom,"February 07, 2015",2018,G,Horror,This is a movie released in 2018.
s5002,TV Show,Netflix Title 5002,Director 129,,United States,,1999,G,Thriller,
s5003,TV Show,Netflix Title 5003,Director 139,"Actor 358, Actor 852",United Kingdom,"February 02, 2019",2014,TV-14,Thriller,This is a tv show released in 2014.
s5004,TV Show,Netflix Title 5004,,"Actor 409, Actor 637",Japan,,2017,PG-13,Thriller,This is a tv show released in 2017.
s5005,TV Show,Netflix Title 5005,,,India,,1988,PG-13,Thriller,This is a tv show released in 1988.
s5006,TV Show,Netflix Title 5006,Director 68,,South Korea,,2017,R,Thriller,
s5007,Movie,Netflix Title 5007,Director 85,"Actor 139, Actor 527",France,"January 08, 2015",1989,R,Comedy,This is a movie released in 1989.
s5008,TV Show,Netflix Title 5008,Director 26,"Actor 254, Actor 872",Japan,,1993,TV-14,Documentary,This is a tv show released in 1993.
s5009,TV Show,Netflix Title 5009,Director 185,,India,"March 17, 2016",2016,PG,Action,This is a tv show released in 2016.
s5010,Movie,Netflix Title 5010,Director 245,,,,1989,R,Horror,This is a movie released in 1989.
s5011,Movie,Netflix Title 5011,Director 1,"Actor 182, Actor 615",India,,1990,G,Romance,
s5012,TV Show,Netflix Title 5012,Director 217,,Japan,,1988,G,Thriller,
s5013,TV Show,Netflix Title 5013,,"Actor 178, Actor 593",Canada,,2015,PG-13,Comedy,This is a tv show released in 2015.
s5014,TV Show,Netflix Title 5014,Director 46,,Japan,"April 21, 2021",2015,PG-13,Comedy,This is a tv show released in 2015.
s5015,TV Show,Netflix Title 5015,Director 243,"Actor 186, Actor 724",United Kingdom,,2012,PG-13,Thriller,This is a tv show released in 2012.
s5016,Movie,Netflix Title 5016,,"Actor 311, Actor 967",India,"March 15, 2016",1980,TV-14,Action,This is a movie released in 1980.
s5017,Movie,Netflix Title 5017,Director 120,"Actor 15, Actor 699",India,"April 04, 2022",2013,R,Comedy,
s5018,Movie,Netflix Title 5018,,,Japan,"March 22, 2022",2018,TV-PG,Documentary,
s5019,TV Show,Netflix Title 5019,,,Japan,,1993,R,Action,
s5020,TV Show,Netflix Title 5020,,"Actor 90, Actor 768",United Kingdom,,1988,PG-13,Action,This is a tv show released in 1988.
s5021,Movie,Netflix Title 5021,,"Actor 78, Actor 771",South Korea,"July 21, 2020",1997,TV-MA,Thriller,This is a movie released in 1997.
s5022,Movie,Netflix Title 5022,,"Actor 237, Actor 761",,"February 22, 2024",2016,TV-14,Documentary,This is a movie released in 2016.
s5023,TV Show,Netflix Title 5023,,"Actor 488, Actor 730",Japan,"January 30, 2022",2019,TV-PG,Romance,This is a tv show released in 2019.
s5024,Movie,Netflix Title 5024,,"Actor 71, Actor 838",Canada,,1996,TV-14,Comedy,This is a movie released in 1996.
s5025,Movie,Netflix Title 5025,Director 42,"Actor 11, Actor 855",India,"September 30, 2021",2001,G,Horror,
s5026,Movie,Netflix Title 5026,,"Actor 239, Actor 603",India,,2020,TV-MA,Romance,This is a movie released in 2020.
s5027,Movie,Netflix Title 5027,Director 100,,Japan,,2017,PG,Romance,
s5028,Movie,Netflix Title 5028,Director 196,,Canada,,1995,PG,Action,
s5029,TV Show,Netflix Title 5029,,"Actor 195, Actor 504",Canada,,1990,PG-13,Comedy,This is a tv show released in 1990.
s5030,Movie,Netflix Title 5030,Director 145,,South Korea,,2019,,Documentary,
s5031,TV Show,Netflix Title 5031,,,France,,1997,R,Drama,
s5032,Movie,Netflix Title 5032,,"Actor 103, Actor 683",South Korea,,1984,TV-PG,Romance,
s5033,Movie,Netflix Title 5033,Director 68,"Actor 447, Actor 939",Canada,"February 07, 2019",2017,R,Drama,
s5034,TV Show,Netflix Title 5034,Director 76,,Canada,"November 09, 2022",1997,TV-MA,Thriller,
s5035,TV Show,Netflix Title 5035,,,United States,,1982,TV-14,Thriller,This is a tv show released in 1982.
s5036,TV Show,Netflix Title 5036,,,South Korea,"September 29, 2022",2004,TV-14,Horror,
s5037,TV Show,Netflix Title 5037,,,South Korea,"July 11, 2017",1995,PG-13,Horror,
s5038,Movie,Netflix Title 5038,Director 137,"Actor 203, Actor 560",France,"November 19, 2019",2009,,Romance,This is a movie released in 2009.
s5039,Movie,Netflix Title 5039,,,France,"November 07, 2017",2014,PG-13,Horror,This is a movie released in 2014.
s5040,Movie,Netflix Title 5040,,,South Korea,,2015,,Romance,This is a movie released in 2015.
s5041,TV Show,Netflix Title 5041,,"Actor 285, Actor 530",,"April 09, 2016",1980,TV-PG,Drama,This is a tv show released in 1980.
s5042,Movie,Netflix Title 5042,,"Actor 21, Actor 602",United Kingdom,"May 31, 2022",2019,TV-PG,Thriller,This is a movie released in 2019.
s5043,Movie,Netflix Title 5043,,,South Korea,"August 29, 2021",1991,PG-13,Comedy,This is a movie released in 1991.
s5044,Movie,Netflix Title 5044,Director 151,"Actor 160, Actor 541",United Kingdom,,1986,G,Comedy,
s5045,TV Show,Netflix Title 5045,,"Actor 430, Actor 581",Japan,,2018,TV-MA,Thriller,This is a tv show released in 2018.
s5046,TV Show,Netflix Title 5046,,,United States,,1994,PG-13,Comedy,
s5047,TV Show,Netflix Title 5047,,"Actor 445, Actor 947",South Korea,"April 04, 2023",1983,TV-PG,Romance,This is a tv show released in 1983.
s5048,TV Show,Netflix Title 5048,,,Canada,,2009,R,Horror,
s5049,TV Show,Netflix Title 5049,Director 176,"Actor 253, Actor 810",France,"June 24, 2023",2020,PG-13,Comedy,This is a tv show released in 2020.
s5050,Movie,Netflix Title 5050,Director 90,"Actor 498, Actor 541",United States,,2019,R,Drama,This is a movie released in 2019.
s5051,Movie,Netflix Title 5051,Director 135,,United States,"July 08, 2024",1999,R,Documentary,
s5052,TV Show,Netflix Title 5052,,,United States,,1985,TV-PG,Drama,This is a tv show released in 1985.
s5053,TV Show,Netflix Title 5053,Director 2,"Actor 288, Actor 761",,"February 01, 2020",2017,R,Horror,This is a tv show released in 2017.
s5054,Movie,Netflix Title 5054,Director 179,"Actor 119, Actor 757",United States,,1982,G,Drama,
s5055,TV Show,Netflix Title 5055,,"Actor 340, Actor 784",,"March 25, 2024",1991,TV-MA,Comedy,
s5056,Movie,Netflix Title 5056,Director 251,"Actor 347, Actor 648",,"December 16, 2020",2014,TV-PG,Horror,This is a movie released in 2014.
s5057,TV Show,Netflix Title 5057,,,Japan,,2006,TV-14,Thriller,This is a tv show released in 2006.
s5058,TV Show,Netflix Title 5058,,,United States,,2013,TV-MA,Comedy,
s5059,TV Show,Netflix Title 5059,,,United States,"February 23, 2018",2004,PG,Comedy,This is a tv show released in 2004.
